 INFO  Accepting connections at http://localhost:5173
 HTTP  4/18/2026 11:50:41 AM ::1 GET /assets/index-DLgjNNDl.css
 HTTP  4/18/2026 11:50:41 AM ::1 GET /assets/index-DIFeDuwM.js
 HTTP  4/18/2026 11:50:41 AM ::1 GET /.well-known/appspecific/com.chrome.devtools.json
 HTTP  4/18/2026 11:50:41 AM ::1 Returned 200 in 2 ms
 HTTP  4/18/2026 11:50:41 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:50:41 AM ::1 Returned 200 in 4 ms
 HTTP  4/18/2026 11:50:41 AM ::1 GET /favicon.svg
 HTTP  4/18/2026 11:50:41 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:50:43 AM ::1 GET /results/exams/1
 HTTP  4/18/2026 11:50:43 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:50:43 AM ::1 GET /assets/index-DIFeDuwM.js
 HTTP  4/18/2026 11:50:43 AM ::1 GET /assets/index-DLgjNNDl.css
 HTTP  4/18/2026 11:50:43 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:50:43 AM ::1 Returned 200 in 3 ms
 HTTP  4/18/2026 11:50:43 AM ::1 GET /.well-known/appspecific/com.chrome.devtools.json
 HTTP  4/18/2026 11:50:43 AM ::1 Returned 200 in 2 ms
 HTTP  4/18/2026 11:50:43 AM ::1 GET /favicon.svg
 HTTP  4/18/2026 11:50:43 AM ::1 Returned 200 in 0 ms
 HTTP  4/18/2026 11:50:44 AM ::1 GET /results/exams/1
 HTTP  4/18/2026 11:50:44 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:50:44 AM ::1 GET /assets/index-DLgjNNDl.css
 HTTP  4/18/2026 11:50:44 AM ::1 GET /assets/index-DIFeDuwM.js
 HTTP  4/18/2026 11:50:44 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:50:44 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:50:44 AM ::1 GET /.well-known/appspecific/com.chrome.devtools.json
 HTTP  4/18/2026 11:50:44 AM ::1 Returned 200 in 0 ms
 HTTP  4/18/2026 11:50:44 AM ::1 GET /favicon.svg
 HTTP  4/18/2026 11:50:44 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:52:26 AM ::1 GET /assets/index-DLgjNNDl.css
 HTTP  4/18/2026 11:52:26 AM ::1 Returned 304 in 2 ms
 HTTP  4/18/2026 11:52:26 AM ::1 GET /.well-known/appspecific/com.chrome.devtools.json
 HTTP  4/18/2026 11:52:26 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:52:30 AM ::1 GET /results/exams/1
 HTTP  4/18/2026 11:52:30 AM ::1 Returned 200 in 4 ms
 HTTP  4/18/2026 11:52:30 AM ::1 GET /assets/index-DLgjNNDl.css
 HTTP  4/18/2026 11:52:30 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:52:30 AM ::1 GET /assets/index-DIFeDuwM.js
 HTTP  4/18/2026 11:52:30 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:52:30 AM ::1 GET /.well-known/appspecific/com.chrome.devtools.json
 HTTP  4/18/2026 11:52:30 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:52:30 AM ::1 GET /favicon.svg
 HTTP  4/18/2026 11:52:30 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:54:51 AM ::1 GET /results/exams/1
 HTTP  4/18/2026 11:54:51 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:54:51 AM ::1 GET /assets/index-DLgjNNDl.css
 HTTP  4/18/2026 11:54:51 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:54:51 AM ::1 GET /assets/index-DIFeDuwM.js
 HTTP  4/18/2026 11:54:51 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:54:51 AM ::1 GET /.well-known/appspecific/com.chrome.devtools.json
 HTTP  4/18/2026 11:54:51 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:54:51 AM ::1 GET /favicon.svg
 HTTP  4/18/2026 11:54:51 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:55:38 AM ::1 GET /assets/index-DLgjNNDl.css
 HTTP  4/18/2026 11:55:38 AM ::1 Returned 304 in 3 ms
 HTTP  4/18/2026 11:55:38 AM ::1 GET /.well-known/appspecific/com.chrome.devtools.json
 HTTP  4/18/2026 11:55:38 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:55:43 AM ::1 GET /results/exams/1
 HTTP  4/18/2026 11:55:43 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:55:43 AM ::1 GET /assets/index-DIFeDuwM.js
 HTTP  4/18/2026 11:55:43 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:55:43 AM ::1 GET /assets/index-DLgjNNDl.css
 HTTP  4/18/2026 11:55:43 AM ::1 Returned 200 in 1 ms
 HTTP  4/18/2026 11:55:43 AM ::1 GET /.well-known/appspecific/com.chrome.devtools.json
 HTTP  4/18/2026 11:55:43 AM ::1 Returned 200 in 0 ms
 HTTP  4/18/2026 11:55:43 AM ::1 GET /favicon.svg
 HTTP  4/18/2026 11:55:43 AM ::1 Returned 200 in 0 ms
 HTTP  4/18/2026 11:57:21 AM ::1 GET /results/exams/1
 HTTP  4/18/2026 11:57:21 AM ::1 Returned 304 in 6 ms
 HTTP  4/18/2026 11:57:21 AM ::1 GET /assets/index-DIFeDuwM.js
 HTTP  4/18/2026 11:57:21 AM ::1 Returned 304 in 0 ms
 HTTP  4/18/2026 11:57:21 AM ::1 GET /assets/index-DLgjNNDl.css
 HTTP  4/18/2026 11:57:21 AM ::1 Returned 304 in 1 ms
 HTTP  4/18/2026 11:57:21 AM ::1 GET /favicon.svg
 HTTP  4/18/2026 11:57:21 AM ::1 Returned 304 in 1 ms
 HTTP  4/18/2026 11:57:23 AM ::1 GET /results/exams/1
 HTTP  4/18/2026 11:57:23 AM ::1 Returned 304 in 1 ms
 HTTP  4/18/2026 11:57:23 AM ::1 GET /assets/index-DIFeDuwM.js
 HTTP  4/18/2026 11:57:23 AM ::1 Returned 304 in 0 ms
 HTTP  4/18/2026 11:57:23 AM ::1 GET /assets/index-DLgjNNDl.css
 HTTP  4/18/2026 11:57:23 AM ::1 Returned 304 in 0 ms
 HTTP  4/18/2026 11:57:23 AM ::1 GET /favicon.svg
 HTTP  4/18/2026 11:57:23 AM ::1 Returned 304 in 0 ms
 HTTP  4/18/2026 1:05:48 PM ::1 GET /results/exams/1
 HTTP  4/18/2026 1:05:48 PM ::1 Returned 304 in 7 ms
 HTTP  4/18/2026 1:05:48 PM ::1 GET /assets/index-DIFeDuwM.js
 HTTP  4/18/2026 1:05:48 PM ::1 Returned 304 in 1 ms
 HTTP  4/18/2026 1:05:48 PM ::1 GET /assets/index-DLgjNNDl.css
 HTTP  4/18/2026 1:05:48 PM ::1 Returned 304 in 1 ms
 HTTP  4/18/2026 1:05:48 PM ::1 GET /favicon.svg
 HTTP  4/18/2026 1:05:48 PM ::1 Returned 304 in 0 ms
 HTTP  4/18/2026 1:07:38 PM ::1 GET /results/exams/1
 HTTP  4/18/2026 1:07:38 PM ::1 Returned 304 in 6 ms
 HTTP  4/18/2026 1:07:38 PM ::1 GET /assets/index-DIFeDuwM.js
 HTTP  4/18/2026 1:07:38 PM ::1 Returned 304 in 0 ms
 HTTP  4/18/2026 1:07:38 PM ::1 GET /assets/index-DLgjNNDl.css
 HTTP  4/18/2026 1:07:38 PM ::1 Returned 304 in 1 ms
 HTTP  4/18/2026 1:07:38 PM ::1 GET /favicon.svg
 HTTP  4/18/2026 1:07:38 PM ::1 Returned 304 in 1 ms

 INFO  Gracefully shutting down. Please wait...
